10000 146204720 
20000 146356512 
30000 146926208 
40000 147541344 
50000 148399680 
60000 148660032 
70000 149805840 
80000 151533744 
90000 152230416 
100000 154156784 
110000 155710672 
120000 157837904 
130000 159309232 
140000 161780528 
150000 165155872 
160000 167616000 
170000 169559680 
180000 172616384 
190000 173861056 
200000 178412896 
